nivel_bot,equipo_bot,objetivo_bot,bloque_bot,grupo_muscular,patron_movimiento_1,clasificacion,short_youtube_url,ejercicio,categoria_movimiento,score_funcional,tipo_rutina
Intermedio,Otro equipo,Condicion fisica / potencia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Battle Rope Low Switch Cossack Squat Alternating Wave,Pierna,5,potencia_funcional
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Plate Overhead Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Plate Overhead Alternating Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Plate Overhead Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Plate Overhead Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Bulgarian Bag Back Rack Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/wqXP71ooU44?si=oje6--5yoC_aZeha,Bulgarian Bag Back Rack Alternating Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Bulgarian Bag Back Rack Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Bulgarian Bag Back Rack Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Sandbag Front Rack Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/XOCZvsIB-ys?si=icJ1C2ots-yLy5_7,Sandbag Front Rack Alternating Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Sandbag Front Rack Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Sandbag Front Rack Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Bulgarian Bag Back Rack Bulgarian Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Abdominals,Anti-Extension,Postural,https://youtu.be/DPNDaQoxjsQ?si=KOvphYYrIaszuK1F,Plate Dead Bug,Core,1,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/41RTZolbtPk?si=HjTttPYPllgpQXeT,Sandbag Front Rack Bulgarian Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/uuVkmAJd-y0?si=JvCPYFXj-MAzRMAF,Sandbag Back Rack Bulgarian Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/JYftrLVWUD8?si=WwaPZ7K8HUnsrnqN,Plate Russian Twist,Core,3,core_estabilidad
Principiante,Peso libre,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/4p5jWyz-YRQ?si=A80S2QY5Wu5Lql2-,Plate Feet Elevated Russian Twist,Core,3,core_estabilidad
Principiante,Sin equipo,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/WT9UCB_1Y8Q?si=dmkzRkM-dzlFe1ux,Bodyweight Feet Elevated Russian Twist,Core,3,core_estabilidad
Principiante,Sin equipo,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/m-dlg3v8SkY?si=KI1hgOAtTqI0ty6r,Bodyweight Russian Twist,Core,3,core_estabilidad
Principiante,Otro equipo,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/OyKu-DvXxAc?feature=shared,Landmine Russian Twist,Core,3,core_estabilidad
Avanzado,Sin equipo,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Calisthenics,https://youtu.be/_nfx1aDx87o?si=T4Vw1FKJpAnHEuV6,Bodyweight Alternating Hawaiian Squat,Pierna,5,fuerza_hipertrofia
Avanzado,Sin equipo,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Calisthenics,https://youtu.be/6mefiFE8CVM?si=KyPC_eM0qqnT8F_x,Bodyweight Hawaiian Squat,Pierna,5,fuerza_hipertrofia
Intermedio,Calistenia / barras,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Suspension Hawaiian Squat,Pierna,3,fuerza_hipertrofia
Intermedio,Sin equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Calisthenics,https://youtu.be/qnw_7_U_fJU?si=0CZNhyLC07DBXGKk,Bodyweight Hand Assisted Hawaiian Squat,Pierna,5,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/Co5EWd-aiVk?si=NBvXIzNsQ1egWtQz,Double Kettlebell Incline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/ifEMtPwfvV0?si=_xR4TF-oMs8-LVSH,Single Arm Kettlebell Incline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/R3_u3kg7Ioo?si=ekSihU-Mge0xIWxv,Alternating Double Kettlebell Incline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/LcVh7l7WyJo,Single Arm Kettlebell Seated Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/JdXRG8B3N8E?si=uO1aFa0IBUO3nVqz,Single Arm Kettlebell Knee Supported Row,Jalón,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/yeaFdnu5pls?si=N1yYEQFwZfUlKLMg,Macebell Offset Thruster,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dummbell Overhead Foot Elevated Contralateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dummbell Overhead Foot Elevated Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/vSjthx8vHNs?si=HUKI9YcVXeNdFeVx,Double Kettlebell Seated Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/1ij5SfH4PMo?si=HuKVOjAkOpK16kCi,Double Dumbbell Suitcase Cyclist Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dumbbell Suitcase Cyclist Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/AlwLsoYSZo8?si=vd7o72xnaBnjH3gj,Alternating Double Kettlebell Seated Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/R2LOc0ZTcLI?si=0ry8ntEThAk2l6WI,Double Kettlebell Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Macebell Order Cyclist Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Plate Overhead Cyclist Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Bulgarian Bag Back Rack Cyclist Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Sandbag Front Rack Cyclist Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Heavy Sandbag Bear Hug Cyclist Squat,Pierna,3,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Heavy Sandbag Shoulder Cyclist Squat,Pierna,3,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/MeBEmS3QRjE?si=lZ0o-kYlVdKtkDqe,Landmine Goblet Cyclist Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Trapezius,Scapular Elevation,Bodybuilding,https://youtu.be/-E9IilV53AI?si=3376PVeqdmgVn2AJ,Double Dumbbell Tall Kneeling Shrug,Jalón,0,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/jme7uJ99oI4?si=zSBDr4Bv5l6vINmf,Single Arm Kettlebell Bench Press,Empuje,2,fuerza_hipertrofia
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,https://youtu.be/QPzYCYVpsFA?si=Kc9-HoWbiLTj997Y,Dumbbell Goblet Pistol Squat,Pierna,4,movilidad_estabilidad
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,Sin dato,Dumbbell Goblet Alternating Pistol Squat,Pierna,4,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Knee Dominant,Bodybuilding,https://youtu.be/nE9UnkFqPMg?si=uhDy9WDlpMa_ogud,Alternating Double Kettlebell Bench Press,Pierna,2,fuerza_hipertrofia
Avanzado,Sin equipo,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Calisthenics,https://youtu.be/uqIMqZmyyH8?si=J2AzvjdNfcenC6Jm,Bodyweight Alternating Pistol Squat,Pierna,5,fuerza_hipertrofia
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,https://youtu.be/G-neztXXSCA?si=txR7W1HSVUCckbMc,Barbell Zombie Pistol Squat,Pierna,4,movilidad_estabilidad
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,Sin dato,Barbell Front Rack Pistol Squat,Pierna,4,movilidad_estabilidad
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,Sin dato,Barbell Back Rack Pistol Squat,Pierna,4,movilidad_estabilidad
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,Sin dato,Barbell Zercher Pistol Squat,Pierna,4,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/00Dc5QnwzGI?feature=shared,Dumbbell Crush Grip Front Rack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,Sin dato,Double Kettlebell Decline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,Sin dato,Single Arm Kettlebell Decline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Single Arm Macebell Order Squat,Pierna,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/-TTZd1lASkw?si=T4OTaFzbqRaGAc3m,Sandbag Front Rack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/TTZlek-Jeec?si=nJsuOnJws7uylodj,Sandbag Back Rack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/V-CvLcQhsPk?feature=shared,Sandbag Back Rack Alternating Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Sandbag Back Rack Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Sandbag Back Rack Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Sandbag Back Rack Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/6Y7jLhsURck?si=ZI60iuhlYRh4x0Ul,Bulgarian Bag Back Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Bulgarian Bag Back Rack Alternating Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,Sin dato,Alternating Double Kettlebell Decline Bench Press,Empuje,2,fuerza_hipertrofia
Intermedio,Calistenia / barras,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,Sin dato,Single Arm Suspension Ipsilateral Skater Squat,Pierna,4,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/LUESjt8b2vY?si=vYksLJ6mIw7_F_DZ,Sandbag Back Rack Walking Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Ligas,Movilidad / estabilidad,Calentamiento,Shoulders,Shoulder Abduction,Mobility,https://youtu.be/Z9Bryd2XtwY?si=13MbA6khrvgobwKt,Resistance Band Pull Apart,Empuje,2,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/QWniDREaQVY?si=nOmYsg0t5nXPcb0Q,Sandbag Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Horizontal Pull,Bodybuilding,https://youtu.be/hf7jnF45N_I?si=1OHNa_B7yazQ9w4L,Double Dumbbell Bent Over Reverse Fly,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/om2bTuwKGes?si=nJJaeiJglypyQD_G,Single Arm Dumbbell Knee Supported Tricep Kickback,Empuje,0,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/kR9mqN6rxpQ?si=1GxxxZw4G3kFbAi0,Double Dumbbell Incline Bench Prone Tricep Kickback,Empuje,0,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/DYsQWSbj7UM?si=XUOYSUKOaqGmOCQP,Single Arm Cable Tricep Kickback,Empuje,0,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/MQOnCts9N9c?si=0NLgrLb84fi_4vxZ,Single Arm Dumbbell Tricep Kickback,Empuje,0,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/bN9sXaI7tdg?si=W3RoLGE6wUeZ8kQg,Slider Dumbbell Goblet Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Front Rack Contralateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Front Rack Ipsilateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Overhead Contralateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Dumbbell Overhead Ipsilateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/QJ_WNRYaM-s?feature=shared,Slider Single Arm Dumbbell Low Hold Contralateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Dumbbell Low Hold Alternating Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Trapezius,Scapular Elevation,Bodybuilding,https://youtu.be/9IGbUVfZan8?si=FGf_5wCGLmr8DVD_,Double Dumbbell Seated Shrug,Jalón,0,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Trapezius,Scapular Elevation,Bodybuilding,Sin dato,Double Kettlebell Seated Shrug,Jalón,0,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Clubbell Order Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Double Clubbell Order Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Clubbell Order Contralateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Clubbell Order Ipsilateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Macebell Order Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Macebell Order Contralateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Macebell Order Ipsilateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Glutes,Hip Extension,Bodybuilding,Sin dato,Stability Ball Miniband Feet Elevated Glute Bridge,Pierna,0,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Glutes,Hip Extension,Bodybuilding,https://youtu.be/iiQueNJKmVQ?si=Ty5Dh9uswMacl2Jd,Stability Ball Frog Reverse Hyperextension,Pierna,0,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/NqNgdW_cvIg?si=KoSk_5f75bTzur4R,Stability Ball Bulgarian Split Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Condicion fisica / potencia,Tecnica,Quadriceps,Knee Dominant,Plyometric,https://youtu.be/SFj46t9F1OQ?si=_kzqwXcEvJtP-gv1,Double Dumbbell Suitcase Bulgarian Split Squat Jump,Pierna,8,potencia_funcional
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Suspension Reverse Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Bulgarian Bag Back Rack Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Sandbag Front Rack Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/GkANtw3THOg?si=LWzQCihOFKfrRvJz,Slider Sandbag Back Rack Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Abductors,Hip Abduction,Bodybuilding,https://youtu.be/PlktrKgFcT0?si=O4YEDtcE-rMg5fLn,Miniband Ankle Monster Walk,General,0,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Landmine Goblet Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Landmine Low Hold Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Front Rack Contralateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/q56KJzFPbz4?si=QBb7bgZdSeYK7Q0i,Slider Single Arm Kettlebell Front Rack Ipsilateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Overhead Contralateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Single Arm Kettlebell Overhead Ipsilateral Lateral Lunge,Pierna,2,fuerza_hipertrofia
